order_id,customer_id,order_date,order_status,product_ordered,quantity_ordered,product_cost,order_total,shipping_address
ORD813,CUST91,28-03-2024,Pending,PowerPulse Portable Charger,14,19,345.8,Merrifield
ORD814,CUST13,21-09-2020,Pending,EcoEco Stainless Steel Water Bottle,15,69,1345.5,Salt Lake City
ORD815,CUST34,1/2/2023,Shipped,GlowGoddess Highlighter Palette,20,57,1482,Richmond
ORD816,CUST93,3/3/2023,Pending,SmartStream Smart TV,3,8,31.2,Long Beach
ORD817,CUST44,8/4/2023,Shipped,TechTrend Wireless Earbuds,9,11,128.7,Baltimore
ORD818,CUST40,11/1/2022,Shipped,RusticRoots Farmhouse Wall Shelf,11,5,71.5,Annapolis
ORD819,CUST32,10/10/2020,Shipped,ElectroGlow Tech Headphones,6,23,179.4,San Francisco
ORD820,CUST64,20-11-2021,Delivered,UrbanEdge Denim Jacket,4,53,275.6,Salt Lake City
ORD821,CUST82,6/9/2022,Delivered,ChicChill Cashmere Scarf,9,69,807.3,Richmond
ORD822,CUST67,4/2/2020,Delivered,PowerPulse Wireless Charging Pad,11,90,1287,Corona
ORD823,CUST51,6/8/2020,Pending,TrendTide Distressed Jeans,17,86,1900.6,Albany
ORD824,CUST35,30-07-2021,Shipped,GlowGlow Hydrating Face Mask,9,22,257.4,Young America
ORD825,CUST43,7/10/2024,Delivered,CozyCurl Faux Fur Throw Blanket,15,69,1345.5,Saint Louis
ORD826,CUST78,1/9/2024,Delivered,RetroRevive Vintage Record Player,1,82,106.6,Garden Grove
ORD827,CUST66,17-11-2020,Delivered,ModernMingle Abstract Canvas Art,22,26,743.6,Charleston
ORD828,CUST11,1/2/2023,Delivered,GlowGlam Radiant Face Serum,22,117,3346.2,Sacramento
ORD829,CUST52,11/10/2022,Delivered,CozyChic Knit Sweater,1,63,81.9,Indianapolis
ORD830,CUST25,30-12-2023,Delivered,FitFlex Yoga Mat,5,55,357.5,Frankfort
ORD831,CUST23,6/12/2022,Delivered,SportStrike Boxing Gloves,8,26,270.4,Baltimore
ORD832,CUST100,16-01-2021,Delivered,EcoEssence Solar Powered Lantern,5,54,351,Brooklyn
ORD833,CUST12,21-04-2022,Delivered,EcoBloom Sustainable Plant Stand,2,88,228.8,Columbia
ORD834,CUST94,28-10-2024,Delivered,TrendTide Graphic Tee,20,21,546,Saint Louis
ORD835,CUST3,18-05-2021,Shipped,GlowGlow Illuminating Body Oil,3,75,292.5,Long Beach
ORD836,CUST86,26-08-2021,Delivered,SmartSync Smart Doorbell,5,46,299,Detroit
ORD837,CUST69,7/5/2022,Delivered,GlowGuru Facial Cleansing Brush,6,92,717.6,Garden Grove
ORD838,CUST6,19-03-2024,Pending,SmartSync Smart Thermostat,3,64,249.6,Honolulu
ORD839,CUST19,9/6/2021,Shipped,SmartSync Smart Doorbell,1,17,22.1,Tampa
ORD840,CUST2,30-03-2022,Pending,PowerPulse Portable Charger,6,113,881.4,Cincinnati
ORD841,CUST1,9/8/2022,Cancelled,TrendTide Utility Jacket,19,23,568.1,Vancouver
ORD842,CUST71,27-10-2024,Delivered,PowerPulse Fitness Tracker,1,73,94.9,El Paso
ORD843,CUST5,5/12/2020,Pending,RetroRevive Vintage Record Player,6,37,288.6,Springfield
ORD844,CUST56,20-09-2023,Shipped,TrendTide Graphic Tee,16,63,1310.4,Boynton Beach
ORD845,CUST33,17-03-2024,Pending,ChicCharm Midi Dress,13,100,1690,Pasadena
ORD846,CUST57,13-02-2021,Shipped,EcoEssence Solar Powered Lantern,10,62,806,New Orleans
ORD847,CUST67,29-02-2020,Pending,EcoEco Stainless Steel Water Bottle,12,105,1638,Corona
ORD848,CUST31,26-05-2023,Delivered,ModernMingle Geometric Throw Pillow,9,68,795.6,Tampa
ORD849,CUST35,9/8/2023,Shipped,SmartStream Smart TV,15,109,2125.5,Young America
ORD850,CUST63,25-01-2024,Delivered,EcoElegance Bamboo Cutting Board,22,92,2631.2,Charlotte
ORD851,CUST79,26-05-2020,Cancelled,FitFlex Resistance Bands Set,4,50,260,Kansas City
ORD852,CUST61,30-12-2021,Shipped,CozyCurl Faux Fur Throw Blanket,21,94,2566.2,Lexington
ORD853,CUST39,8/4/2023,Cancelled,TechTrend Smart Watch,9,50,585,Lakeland
ORD854,CUST41,28-02-2020,Pending,ChicChill Cashmere Scarf,11,43,614.9,Orange
ORD855,CUST97,25-12-2023,Pending,SmartSync Smart Home Hub,18,36,842.4,Seattle
ORD856,CUST92,9/4/2024,Cancelled,ChicCharm Midi Skirt,3,100,390,Spokane
ORD857,CUST77,9/1/2020,Pending,TechTrend Bluetooth Speaker,8,115,1196,Corpus Christi
ORD858,CUST12,15-10-2020,Shipped,EcoEco Reusable Shopping Bag,10,54,702,Columbia
ORD859,CUST42,18-10-2021,Shipped,CozyChic Knit Sweater,8,102,1060.8,Sacramento
ORD860,CUST4,20-12-2024,Shipped,UrbanEdge Denim Jacket,22,110,3146,Odessa
ORD861,CUST81,13-04-2023,Pending,ElectroGlow Tech Headphones,21,45,1228.5,Springfield
ORD862,CUST30,1/12/2020,Shipped,GlowGoddess Highlighter Palette,5,8,52,Corpus Christi
ORD863,CUST83,6/10/2023,Delivered,RusticCharm Wooden Wall Art,18,14,327.6,North Las Vegas
ORD864,CUST55,4/7/2020,Pending,PowerPulse Wireless Charging Pad,15,15,292.5,Dallas
ORD865,CUST18,15-10-2020,Delivered,SportPro Agility Ladder,16,119,2475.2,Washington
ORD866,CUST46,27-12-2020,Pending,GlowGlow Nourishing Hair Mask,25,54,1755,Rochester
ORD867,CUST26,10/8/2024,Cancelled,GlowGuru Facial Cleansing Brush,23,81,2421.9,Boston
ORD868,CUST45,19-09-2022,Pending,GlowGlow Hydrating Face Mask,16,26,540.8,Greenville
ORD869,CUST4,22-09-2022,Delivered,ModernMingle Geometric Throw Pillow,25,46,1495,Odessa
ORD870,CUST95,1/9/2021,Delivered,CozyChic Knit Sweater,20,40,1040,Cincinnati
ORD871,CUST87,6/7/2023,Delivered,PowerPulse Fitness Tracker,5,88,572,Laurel
ORD872,CUST22,5/12/2023,Delivered,GlowGlam Radiant Face Serum,14,74,1346.8,Greensboro
ORD873,CUST92,30-11-2023,Pending,GlowGlow Lip Plumping Gloss,25,25,812.5,Spokane
ORD874,CUST73,5/9/2021,Delivered,SmartSync Smart Thermostat,4,104,540.8,Everett
ORD875,CUST78,9/1/2022,Cancelled,TechTrend Smart Watch,21,43,1173.9,Garden Grove
ORD876,CUST70,7/3/2024,Delivered,GlowGlow Exfoliating Body Scrub,18,51,1193.4,Nashville
ORD877,CUST90,5/12/2022,Delivered,EcoElegance Bamboo Cutting Board,4,48,249.6,Peoria
ORD878,CUST9,12/9/2021,Shipped,SportPro Agility Ladder,0,60,0,Rochester
ORD879,CUST53,16-12-2023,Shipped,SportSprint Speed Jump Rope,4,117,608.4,Birmingham
ORD880,CUST40,4/10/2024,Cancelled,EcoEco Reusable Shopping Bag,8,82,852.8,Annapolis
ORD881,CUST19,13-08-2022,Shipped,EcoEco Stainless Steel Water Bottle,2,28,72.8,Tampa
ORD882,CUST63,15-03-2022,Shipped,UrbanVibe Mid-Century Modern Chair,18,92,2152.8,Charlotte
ORD883,CUST16,3/3/2021,Delivered,SmartSync Smart Doorbell,20,118,3068,Oklahoma City
ORD884,CUST6,18-01-2020,Shipped,ElectroGlow Tech Headphones,23,14,418.6,Honolulu
ORD885,CUST46,27-08-2023,Shipped,TechTrend Bluetooth Speaker,14,86,1565.2,Rochester
ORD886,CUST29,20-02-2020,Delivered,SportSwift Running Shoes,6,5,39,Columbus
ORD887,CUST56,14-09-2024,Delivered,CozyCurl Faux Fur Throw Blanket,25,81,2632.5,Boynton Beach
ORD888,CUST80,7/9/2024,Shipped,RusticRoots Farmhouse Wall Shelf,9,43,503.1,Irving
ORD889,CUST3,15-07-2023,Cancelled,ModernMingle Abstract Canvas Art,9,113,1322.1,Long Beach
ORD890,CUST62,26-12-2023,Pending,SportSprint Resistance Bands,4,32,166.4,Wilkes Barre
ORD891,CUST59,16-08-2022,Shipped,PowerPulse Wireless Charging Pad,0,27,0,San Francisco
ORD892,CUST10,9/1/2022,Delivered,TrendTide Graphic Tee,22,94,2688.4,New Orleans
ORD893,CUST89,9/5/2023,Pending,UrbanVibe Industrial Floor Lamp,11,95,1358.5,Englewood
ORD894,CUST69,12/7/2020,Delivered,SmartSync Smart Home Hub,17,93,2055.3,Garden Grove
ORD895,CUST67,13-09-2020,Shipped,GlowGoddess Highlighter Palette,17,71,1569.1,Corona
ORD896,CUST100,2/10/2023,Shipped,RusticRoots Farmhouse Wall Clock,0,33,0,Brooklyn
ORD897,CUST58,30-09-2022,Shipped,EcoEssence Solar Powered Lantern,1,25,32.5,Washington
ORD898,CUST17,9/8/2020,Pending,ChicCharm Midi Dress,22,84,2402.4,Boynton Beach
ORD899,CUST26,18-08-2022,Pending,FitFlex Resistance Bands Set,1,52,67.6,Boston
ORD900,CUST45,15-05-2024,Cancelled,EcoEssence Solar Powered Lantern,15,31,604.5,Greenville
ORD901,CUST63,10/5/2021,Delivered,EcoEco Stainless Steel Water Bottle,13,60,1014,Charlotte
ORD902,CUST75,7/1/2021,Delivered,RetroRevive Vintage Record Player,2,63,163.8,Sacramento
ORD903,CUST13,18-08-2020,Cancelled,FitFlex Resistance Bands Set,18,92,2152.8,Salt Lake City
ORD904,CUST79,25-10-2022,Delivered,SportStrike Boxing Gloves,4,85,442,Kansas City
ORD905,CUST62,6/6/2022,Delivered,TrendTide Graphic Tee,4,77,400.4,Wilkes Barre
ORD906,CUST10,5/12/2021,Cancelled,GlowGlow Illuminating Body Oil,14,54,982.8,New Orleans
ORD907,CUST50,20-10-2021,Delivered,FitFlex Yoga Mat,21,40,1092,Boston
ORD908,CUST15,14-11-2022,Cancelled,SportSprint Speed Jump Rope,5,61,396.5,New Hyde Park
ORD909,CUST26,15-06-2021,Pending,TechTrend Bluetooth Speaker,20,70,1820,Boston
ORD910,CUST21,20-08-2020,Shipped,ModernMingle Abstract Canvas Art,23,69,2063.1,Wichita
ORD911,CUST38,3/6/2022,Delivered,CozyCurl Faux Fur Throw Blanket,20,75,1950,Joliet
ORD912,CUST46,13-06-2021,Shipped,PowerPulse Wireless Charging Pad,14,10,182,Rochester
ORD913,CUST4,6/12/2024,Cancelled,TechTrend Wireless Earbuds,8,98,1019.2,Odessa
ORD914,CUST58,7/5/2023,Delivered,CozyChic Knit Sweater,7,82,746.2,Washington
ORD915,CUST54,4/9/2021,Delivered,UrbanVibe Industrial Floor Lamp,21,110,3003,Tucson
ORD916,CUST42,24-10-2021,Pending,TrendTide Utility Jacket,8,76,790.4,Sacramento
ORD917,CUST6,4/8/2024,Pending,EcoBloom Sustainable Plant Stand,7,43,391.3,Honolulu
ORD918,CUST19,4/2/2022,Pending,GlowGlow Lip Plumping Gloss,9,95,1111.5,Tampa
ORD919,CUST70,11/7/2021,Delivered,RusticRoots Farmhouse Wall Shelf,17,92,2033.2,Nashville
ORD920,CUST34,27-11-2024,Delivered,GlowGlow Nourishing Hair Mask,11,60,858,Richmond
ORD921,CUST37,18-08-2020,Delivered,ModernMingle Geometric Throw Pillow,9,78,912.6,Elmira
ORD922,CUST68,29-10-2024,Shipped,UrbanEdge Denim Jacket,13,92,1554.8,Iowa City
ORD923,CUST84,22-11-2022,Delivered,ChicChill Cashmere Scarf,21,54,1474.2,Pinellas Park
ORD924,CUST22,31-08-2023,Shipped,ElectroGlow Tech Headphones,21,49,1337.7,Greensboro
ORD925,CUST24,11/9/2021,Delivered,SportPro Agility Ladder,7,115,1046.5,Dayton
ORD926,CUST23,15-02-2021,Shipped,GlowGlow Hydrating Face Mask,5,64,416,Baltimore
ORD927,CUST5,11/12/2020,Delivered,GlowGoddess Highlighter Palette,12,84,1310.4,Springfield
ORD928,CUST100,30-08-2021,Delivered,PowerPulse Portable Power Bank,10,44,572,Brooklyn
ORD929,CUST67,28-08-2024,Delivered,SportSwift Running Shoes,1,75,97.5,Corona
ORD930,CUST61,20-12-2020,Delivered,GlowGlow Exfoliating Body Scrub,5,22,143,Lexington
ORD931,CUST45,10/3/2023,Pending,SmartSync Smart Doorbell,17,25,552.5,Greenville
ORD932,CUST98,23-05-2020,Delivered,ModernMingle Abstract Canvas Art,11,19,271.7,London
ORD933,CUST100,11/11/2020,Pending,EcoElegance Bamboo Cutting Board,11,79,1129.7,Brooklyn
ORD934,CUST84,29-03-2023,Delivered,RusticCharm Wooden Wall Art,3,119,464.1,Pinellas Park
ORD935,CUST89,21-07-2022,Pending,TechTrend Wireless Earbuds,15,77,1501.5,Englewood
ORD936,CUST81,6/7/2022,Delivered,ChicCharm Midi Dress,10,39,507,Springfield
ORD937,CUST28,15-02-2024,Pending,CozyCurl Faux Fur Throw Blanket,21,106,2893.8,Raleigh
ORD938,CUST92,25-10-2020,Pending,UrbanEdge Denim Jacket,0,120,0,Spokane
ORD939,CUST7,6/4/2020,Cancelled,GlowGlam Radiant Face Serum,11,7,100.1,Apache Junction
ORD940,CUST83,18-11-2022,Shipped,TechTrend Bluetooth Speaker,13,89,1504.1,North Las Vegas
ORD941,CUST24,31-08-2023,Delivered,EcoEco Stainless Steel Water Bottle,8,103,1071.2,Dayton
ORD942,CUST34,22-08-2023,Cancelled,PowerPulse Fitness Tracker,13,70,1183,Richmond
ORD943,CUST88,6/11/2021,Delivered,GlowGoddess Highlighter Palette,6,59,460.2,Las Vegas
ORD944,CUST59,17-02-2020,Shipped,TechTrend Smart Watch,13,70,1183,San Francisco
ORD945,CUST76,27-08-2023,Shipped,SportSprint Speed Jump Rope,23,76,2272.4,Fargo
ORD946,CUST93,13-01-2024,Cancelled,GlowGuru Facial Cleansing Brush,12,17,265.2,Long Beach
ORD947,CUST55,12/6/2020,Pending,GlowGlow Lip Plumping Gloss,16,68,1414.4,Dallas
ORD948,CUST46,18-11-2024,Delivered,GlowGlow Hydrating Face Mask,18,105,2457,Rochester
ORD949,CUST61,30-06-2023,Shipped,PowerPulse Portable Power Bank,1,108,140.4,Lexington
ORD950,CUST31,30-03-2022,Delivered,SportSprint Resistance Bands,24,97,3026.4,Tampa
ORD951,CUST62,22-03-2024,Cancelled,PowerPulse Wireless Charging Pad,22,72,2059.2,Wilkes Barre
ORD952,CUST47,22-08-2022,Pending,SmartSync Smart Thermostat,23,100,2990,Washington
ORD953,CUST27,18-07-2020,Delivered,EcoEco Reusable Shopping Bag,3,35,136.5,Saint Louis
ORD954,CUST65,23-09-2023,Delivered,UrbanVibe Industrial Floor Lamp,1,30,39,Tampa
ORD955,CUST66,31-07-2024,Cancelled,ChicCharm Midi Skirt,3,72,280.8,Charleston
ORD956,CUST63,28-03-2024,Delivered,SportPro Agility Ladder,19,80,1976,Charlotte
ORD957,CUST17,11/5/2022,Delivered,RusticRoots Farmhouse Wall Shelf,14,102,1856.4,Boynton Beach
ORD958,CUST57,1/9/2024,Delivered,RusticRoots Farmhouse Wall Clock,21,53,1446.9,New Orleans
ORD959,CUST13,1/1/2022,Shipped,EcoEssence Solar Powered Lantern,10,90,1170,Salt Lake City
ORD960,CUST19,4/10/2021,Pending,RetroRevive Vintage Record Player,13,14,236.6,Tampa
ORD961,CUST41,9/11/2022,Delivered,UrbanVibe Mid-Century Modern Chair,11,65,929.5,Orange
ORD962,CUST26,28-12-2021,Shipped,PowerPulse Fitness Tracker,20,102,2652,Boston
ORD963,CUST71,13-03-2020,Delivered,SportSprint Resistance Bands,8,116,1206.4,El Paso
ORD964,CUST57,14-08-2024,Delivered,RusticRoots Farmhouse Wall Clock,16,90,1872,New Orleans
ORD965,CUST73,16-03-2020,Cancelled,GlowGlow Lip Plumping Gloss,0,51,0,Everett
ORD966,CUST53,30-06-2024,Shipped,ChicCharm Midi Dress,0,37,0,Birmingham
ORD967,CUST14,14-04-2024,Shipped,SmartSync Smart Doorbell,22,28,800.8,Jamaica
ORD968,CUST62,27-01-2024,Pending,FitFlex Yoga Mat,8,37,384.8,Wilkes Barre
ORD969,CUST61,27-10-2020,Delivered,CozyCurl Faux Fur Throw Blanket,15,54,1053,Lexington
ORD970,CUST25,1/10/2023,Delivered,RusticCharm Wooden Wall Art,1,111,144.3,Frankfort
ORD971,CUST94,8/4/2020,Delivered,FitFlex Resistance Bands Set,8,84,873.6,Saint Louis
ORD972,CUST87,8/9/2024,Shipped,RusticRoots Farmhouse Wall Shelf,18,53,1240.2,Laurel
ORD973,CUST35,19-10-2023,Shipped,UrbanVibe Mid-Century Modern Chair,13,67,1132.3,Young America
ORD974,CUST89,15-06-2023,Cancelled,ModernMingle Abstract Canvas Art,17,112,2475.2,Englewood
ORD975,CUST63,12/1/2022,Delivered,PowerPulse Wireless Charging Pad,15,39,760.5,Charlotte
ORD976,CUST52,29-12-2021,Shipped,RetroRevive Vintage Record Player,25,55,1787.5,Indianapolis
ORD977,CUST32,1/5/2021,Cancelled,EcoEco Reusable Shopping Bag,9,42,491.4,San Francisco
ORD978,CUST50,4/8/2020,Shipped,GlowGoddess Highlighter Palette,21,86,2347.8,Boston
ORD979,CUST58,27-03-2023,Delivered,SportSwift Running Shoes,7,52,473.2,Washington
ORD980,CUST78,17-12-2024,Delivered,SmartStream Smart TV,15,116,2262,Garden Grove
ORD981,CUST69,23-08-2024,Pending,CozyCurl Knit Throw Pillow,22,95,2717,Garden Grove
ORD982,CUST17,17-12-2022,Shipped,ChicCharm Midi Skirt,19,102,2519.4,Boynton Beach
ORD983,CUST95,6/7/2022,Pending,GlowGlow Nourishing Hair Mask,25,26,845,Cincinnati
ORD984,CUST59,8/3/2020,Pending,PowerPulse Portable Charger,25,7,227.5,San Francisco
ORD985,CUST92,12/1/2021,Shipped,TechTrend Smart Watch,5,81,526.5,Spokane
ORD986,CUST4,23-10-2020,Pending,TechTrend Wireless Earbuds,10,77,1001,Odessa
ORD987,CUST36,25-02-2023,Cancelled,GlowGuru Facial Cleansing Brush,8,82,852.8,Cleveland
ORD988,CUST75,5/9/2021,Shipped,GlowGlam Radiant Face Serum,4,101,525.2,Sacramento
ORD989,CUST40,18-08-2020,Delivered,TrendTide Graphic Tee,9,60,702,Annapolis
ORD990,CUST38,25-12-2024,Delivered,SportStrike Boxing Gloves,11,59,843.7,Joliet
ORD991,CUST88,13-09-2024,Delivered,EcoBloom Sustainable Plant Stand,2,99,257.4,Las Vegas
ORD992,CUST60,8/5/2021,Delivered,SportSprint Speed Jump Rope,12,115,1794,Alexandria
ORD993,CUST93,20-09-2023,Cancelled,SportPro Agility Ladder,23,57,1704.3,Long Beach
ORD994,CUST3,13-06-2020,Delivered,GlowGlow Exfoliating Body Scrub,5,25,162.5,Long Beach
ORD995,CUST49,27-01-2022,Pending,EcoEssence Solar Powered Lantern,25,46,1495,Madison
ORD996,CUST98,5/10/2023,Shipped,GlowGlow Illuminating Body Oil,11,13,185.9,London
ORD997,CUST42,23-11-2020,Delivered,TrendTide Utility Jacket,21,51,1392.3,Sacramento
ORD998,CUST33,14-02-2022,Shipped,ElectroGlow Tech Headphones,12,80,1248,Pasadena
ORD999,CUST41,13-05-2023,Shipped,SmartSync Smart Thermostat,4,103,535.6,Orange
ORD1000,CUST28,29-10-2024,Shipped,TechTrend Bluetooth Speaker,18,93,2176.2,Raleigh
